question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-08_41,OBJETIVA,J2,llama321b,medio,Direito Civil,Contratos atípicos e vedação de pacto sucessório,"Embora sujeito às constantes mutações e às diferenças de contexto em que é aplicado, o conceito tradicional de contrato sugere que ele representa o acordo de vontades estabelecido com a finalidade de produzir efeitos jurídicos.
Tomando por base a teoria geral dos contratos, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:01Z
2012-08_42,OBJETIVA,J2,llama321b,medio,Direito Civil,Usucapião familiar (abandono do lar),"Em janeiro de 2010, Nádia, unida estavelmente com Rômulo, após dez anos de convivência e sem que houvesse entre eles contrato escrito que disciplinasse as relações entre companheiros, abandona definitivamente o lar. Nos dois anos seguintes, Rômulo, que não é proprietário de outro imóvel urbano ou rural, continuou, ininterruptamente, sem oposição de quem quer que fosse, na posse direta e exclusiva do imóvel urbano com 200 metros quadrados, cuja propriedade dividia com Nádia e que servia de moradia do casal. Em março de 2012, Rômulo – que nunca havia ajuizado ação de usucapião, de qualquer espécie, contra quem quer que fosse - ingressou com ação de usucapião, pretendendo o reconhecimento judicial para adquirir integralmente o domínio do referido imóvel.
Diante dessa situação hipotética, assinale a afirmativa correta.",D,D,True,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:02Z
2012-08_43,OBJETIVA,J2,llama321b,medio,Direito Civil,Tutela de menor e alienação de bens do incapaz,"Eduardo e Mônica, casados, tinham um filho menor chamado Renato. Por orientação de um advogado, Eduardo e Mônica, em 2005, fizeram os respectivos testamentos e nomearam Lúcio, irmão mais velho de Eduardo, como tutor do menor para o caso de alguma eventualidade. Pouco antes da nomeação por testamento, Lúcio fora definitivamente condenado pelo crime de dano (art. 163 do Código Penal), mas o casal manteve a nomeação, acreditando no arrependimento de Lúcio, que, desde então, mostrou conduta socialmente adequada.
Em 2010, Eduardo e Mônica morreram em um acidente aéreo. Dois anos depois do acidente, pretendendo salvaguardar os interesses do menor colocado sob sua tutela, Lúcio, prevendo manifesta vantagem negocial em virtude do aumento dos preços dos imóveis, decide alienar a terceiros um dos bens imóveis do patrimônio de Renato, depositando, imediatamente, todo o dinheiro obtido na negociação em uma conta de poupança, aberta em nome do menor.
Diante do caso narrado, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:03Z
2012-08_44,OBJETIVA,J2,llama321b,facil,Direito da Criança e do Adolescente,Hospedagem de crianças e adolescentes,"João e Maria, ambos adolescentes, com dezessete e dezesseis anos, respectivamente, resolvem realizar uma viagem para comemorar o aniversário de um ano de namoro. Como destino, o jovem casal elege Armação dos Búzios, no estado do Rio de Janeiro, e efetua a reserva, por telefone, em uma pousada do balneário.
Considerando a normativa acerca da prevenção especial contida na Lei n. 8.069, de 13 de julho de 1990, assinale a afirmativa correta.",D,D,True,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:04Z
2012-08_45,OBJETIVA,J2,llama321b,facil,Direito da Criança e do Adolescente,Atribuições do Conselho Tutelar,"Acerca das atribuições do Conselho Tutelar determinadas no Estatuto da Criança e do Adolescente, assinale a alternativa correta.",A,C,False,True,"{{
  ""resposta_objetiva"": ""C""
}",2026-03-31T01:54:04Z
2012-08_46,OBJETIVA,J2,llama321b,medio,Direito do Consumidor,Cláusulas Abusivas e Legitimidade Institucional,"João celebrou contrato de seguro de vida e invalidez, aderindo a plano oferecido por conhecida rede particular. O contrato de adesão, válido por cinco anos, prevê a possibilidade de cancelamento, em favor da seguradora, antes de ocorrer o sinistro, por alegação de desequilíbrio econômico-financeiro.
A esse respeito, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:05Z
2012-08_47,OBJETIVA,J2,llama321b,medio,Direito do Consumidor,Defeito do produto e violação da segurança do consumidor,"Determinado consumidor, ao mastigar uma fatia de pão com geleia, encontrou um elemento rígido, o que lhe causou intenso desconforto e a quebra parcial de um dos dentes. Em razão do fato, ingressou com medida judicial em face do mercado que vendeu a geleia, a fim de ser reparado. No curso do processo, a perícia constatou que o elemento encontrado era uma pequena porção de açúcar cristalizado, não oferecendo risco à saúde do autor.
Diante desta narrativa, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:06Z
2012-08_48,OBJETIVA,J2,llama321b,Média,Direito Empresarial,Cheque,"Com relação ao instituto do cheque, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:07Z
2012-08_49,OBJETIVA,J2,llama321b,facil,Direito Empresarial,Sociedade em Conta de Participação,"A respeito do sócio ostensivo da sociedade em conta de participação, assinale a afirmativa correta.",B,C,False,True,"{{
  ""resposta_objetiva"": ""C""
}",2026-03-31T01:54:07Z
2012-08_50,OBJETIVA,J2,llama321b,dificil,Direito Empresarial,Debêntures e Órgãos da Companhia,"A Assembleia Geral de S.A. Empreendimentos Turísticos, companhia aberta sediada em “X”, delegou ao Conselho de Administração a deliberação sobre a oportunidade de emissão, época e condições de vencimento de debêntures conversíveis em ações. Petrossian Participações Ltda., acionista minoritário, consultou seu advogado sobre a legalidade da deliberação.
Com relação ao fato acima, assinale a alternativa que apresenta a resposta correta à consulta.",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:08Z
2012-08_51,OBJETIVA,J2,llama321b,medio,Direito Empresarial,Processamento e Plano de Recuperação Judicial,"A respeito da recuperação judicial, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:09Z
2012-08_52,OBJETIVA,J2,llama321b,medio,Direito Empresarial,Administração da EIRELI e Responsabilidade dos Administradores,"José decidiu constituir uma Empresa Individual de Responsabilidade Limitada (EIRELI) para atuar no município “X” e consultou um advogado para obter esclarecimentos sobre a administração da EIRELI.
Assinale a alternativa que apresenta a informação correta dada pelo advogado.",C,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:09Z
2012-08_53,OBJETIVA,J2,llama321b,medio,Direito Civil,Ação Declaratória Incidental e Coisa Julgada,"A parte que, no curso do processo comum ordinário, suscitar questão prejudicial e requerer ao juiz não apenas o exame, mas o julgamento dessa questão, que passará a integrar o dispositivo da sentença, deverá requerer",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:10Z
2012-08_54,OBJETIVA,J2,llama321b,facil,Direito Civil,Procedimento Sumário,"O procedimento sumário deve ser adotado em causas cujo valor não supere sessenta salários mínimos ou em situações, qualquer que seja o valor da causa, em que se debata um dos assuntos previstos na lei.
Indique, dentre as alternativas abaixo, a que contém espécie de resposta que não pode ser apresentada pelo réu no rito comum sumário.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:11Z
2012-08_55,OBJETIVA,J2,llama321b,medio,Direito Civil,Incidente de Uniformização de Jurisprudência,"A uniformização de jurisprudência é um instituto jurídico que tem por objetivo diminuir os impactos das divergências entre julgamentos do mesmo assunto.
A respeito da uniformização de jurisprudência, asinale a afirmativa correta.",C,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:12Z
2012-08_56,OBJETIVA,J2,llama321b,medio,Direito Civil,Cumprimento de Sentença,"Nos autos de ação indenizatória movida por Henrique em face de Paulo, ambos prósperos empresários, transitou em julgado sentença de procedência do pleito autoral, condenando o réu ao pagamento de indenização, no montante equivalente a 500 salários mínimos, na data da prolação da sentença, acrescidos de juros legais e correção monetária.
Assinale a alternativa que apresenta a providência a ser imediatamente adotada pelo advogado de Henrique.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:12Z
2012-08_57,OBJETIVA,J2,llama321b,facil,Direito Civil,Chamamento ao Processo,"Vinícius foi demandado em uma ação de cobrança por ter sido fiador de sua sogra, Francisca. Assinale a alternativa que indica a medida a ser adotada por Vinícius para trazer Francisca para o pólo passivo desse processo.",C,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:13Z
2012-08_58,OBJETIVA,J2,llama321b,medio,Direito Civil,Competência Absoluta e Relativa,"O sistema processual pátrio estabelece duas espécies de incompetência: a incompetência absoluta e a incompetência relativa.
Acerca do tema, assinale a afirmativa correta.",B,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:14Z
2012-08_59,OBJETIVA,J2,llama321b,medio,Direito Penal,Princípio da Insignificância,"Em relação ao princípio da insignificância, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:15Z
2012-08_60,OBJETIVA,J2,llama321b,facil,Direito Penal,"Anistia, graça e indulto","Trata-se de causa extintiva da punibilidade consistente na exclusão, por lei ordinária com efeitos retroativos, de um ou mais fatos criminosos do campo de incidência do Direito Penal,",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:16Z
2012-08_61,OBJETIVA,J2,llama321b,dificil,Direito Penal,Comunicabilidade de Circunstâncias e Elementares,"Analise detidamente as seguintes situações:
Casuística 1: Amarildo, ao chegar a sua casa, constata que sua filha foi estuprada por Terêncio. Imbuído de relevante valor moral, contrata Ronaldo, pistoleiro profissional, para tirar a vida do estuprador. O serviço é regularmente executado.
Casuística 2: Lucas concorre para um infanticídio auxiliando Julieta, parturiente, a matar o nascituro – o que efetivamente acontece. Lucas sabia, desde o início, que Julieta estava sob a influência do estado puerperal.
Levando em consideração a legislação vigente e a doutrina sobre o concurso de pessoas (concursus delinquentium), é correto afirmar que",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:17Z
2012-08_62,OBJETIVA,J2,llama321b,medio,Direito Penal,Culpabilidade,Analise as hipóteses abaixo relacionadas e assinale a alternativa que apresenta somente causas excludentes de culpabilidade.,A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:17Z
2012-08_63,OBJETIVA,J2,llama321b,dificil,Direito Penal,Imputação Objetiva,"José conversava com Antônio em frente a um prédio. Durante a conversa, José percebe que João, do alto do edifício, jogara um vaso mirando a cabeça de seu interlocutor. Assustado, e com o fim de evitar a possível morte de Antônio, José o empurra com força. Antônio cai e, na queda, fratura o braço. Do alto do prédio, João vê a cena e fica irritado ao perceber que, pela atuação rápida de José, não conseguira acertar o vaso na cabeça de Antônio.
Com base no caso apresentado, segundo os estudos acerca da teoria da imputação objetiva, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:18Z
2012-08_64,OBJETIVA,J2,llama321b,medio,Direito Penal,Furto e Teoria da Consumação,"Jaime, conhecido pelos colegas como “Jaiminho mão de seda”, utilizando-se de sua destreza, consegue retirar a carteira do bolso traseiro da calça de Ricardo que, ao perceber a subtração, sai ao encalço do delinquente. Ocorre que, durante a perseguição, Ricardo acaba sendo atropelado, vindo a falecer em decorrência dos ferimentos.
Nesse sentido, com base nas informações apresentadas na hipótese, e a jurisprudência predominante dos tribunais superiores, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:19Z
2012-08_65,OBJETIVA,J2,llama321b,facil,Direito Penal,Recurso em Sentido Estrito,"Adão ofereceu uma queixa-crime contra Eva por crime de dano qualificado (art. 163, parágrafo único, IV). A queixa preenche todos os requisitos legais e foi oferecida antes do fim do prazo decadencial. Apesar disso, há a rejeição da inicial pelo juízo competente, que refere, equivocadamente, que a inicial é intempestiva, pois já teria transcorrido o prazo decadencial.
Nesse caso, assinale a afirmativa que indica o recurso cabível.",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:19Z
2012-08_66,OBJETIVA,J2,llama321b,dificil,Direito Penal,Relaxamento de Prisão,"O deputado “M” é um famoso político do Estado “Y”, e tem grande influência no governo estadual, em virtude das posições que já ocupou, como a de Presidente da Assembleia Legislativa. Atualmente, exerce a função de Presidente da Comissão de Finanças e Contratos. Durante a reunião semestral com as empresas interessadas em participar das inúmeras contratações que a Câmara fará até o final do ano, o deputado “M” exigiu do presidente da empresa “Z” R$ 500.000,00 (quinhentos mil reais) para que esta pudesse participar da concorrência para a realização das obras na sede da Câmara dos Deputados.
O presidente da empresa “Z”, assustado com tal exigência, visto que sua empresa preenchia todos os requisitos legais para participar das obras, compareceu à Delegacia de Polícia e informou ao Delegado de Plantão o ocorrido, que o orientou a combinar a entrega da quantia para daqui a uma semana, oportunidade em que uma equipe de policiais estaria presente para efetuar a prisão em flagrante do deputado. No dia e hora aprazados para a entrega da quantia indevida, os policiais prenderam em flagrante o deputado “M” quando este conferia o valor entregue pelo presidente da empresa “Z”. Na qualidade de advogado contratado pelo Deputado, assinale a alternativa que indica a peça processual ou pretensão processual, exclusiva de advogado, cabível na hipótese acima.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:20Z
